,back_legroom,city_fuel_economy,daysonmarket,dealer_zip,engine_displacement,franchise_dealer,front_legroom,fuel_tank_volume,height,highway_fuel_economy,horsepower,is_new,latitude,length,longitude,mileage,savings_amount,seller_rating,wheelbase,width,year,price,max_torque,torque_rpm,horsepower_rpm,seating_capacity,engine_displacement_liters,cylinders,body_type_Hatchback,body_type_Pickup Truck,body_type_SUV / Crossover,body_type_Sedan,body_type_other,city_Bohemia,city_East Hartford,city_Stamford,city_West Nyack,city_other,engine_type_I4 Hybrid,engine_type_I6,engine_type_V6,engine_type_V8,engine_type_other,exterior_color_Blue,exterior_color_Gray,exterior_color_Summit White,exterior_color_White,exterior_color_other,fuel_type_Electric,fuel_type_Flex Fuel Vehicle,fuel_type_Gasoline,fuel_type_Hybrid,fuel_type_other,interior_color_Black (Ebony),interior_color_Gray,interior_color_Jet Black,interior_color_None,interior_color_other,listed_date_03-09-20,listed_date_05-09-20,listed_date_20-08-20,listed_date_27-08-20,listed_date_other,listing_color_GRAY,listing_color_SILVER,listing_color_UNKNOWN,listing_color_WHITE,listing_color_other,make_name_Ford,make_name_Hyundai,make_name_Jeep,make_name_Kia,make_name_other,maximum_seating_5 seats,maximum_seating_6 seats,maximum_seating_7 seats,maximum_seating_8 seats,maximum_seating_other,model_name_Equinox,model_name_Grand Cherokee,model_name_Sonata,model_name_Tucson,model_name_other,power_other,torque_267 lb-ft @ 267 RPM,torque_other,transmission_CVT,transmission_Dual Clutch,transmission_M,transmission_display_6-Speed Automatic Overdrive,transmission_display_8-Speed Automatic,transmission_display_Automatic,transmission_display_Continuously Variable Transmission,transmission_display_other,wheel_system_4X2,wheel_system_AWD,wheel_system_FWD,wheel_system_RWD
10,0.8231578947368421,0.1282051282051282,0.03581661891117478,0.22356620616805783,0.10000000000000003,True,0.16346153846153852,0.13333333333333333,0.26210350584307185,0.1559633027522936,0.07232267037552156,False,0.9169123647293765,0.15579227696404807,0.615340402121731,0.13116103844810037,0.016092492774002033,0.661764706,0.12412177985948494,0.13151364764268014,0.9302325581395365,9.4894104675794,0.05110336817653892,0.7380952380952381,0.7215189873417722,0.23076923076923078,0.10000000000000003,0.1111111111111111,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11,0.8484210526315789,0.07692307692307691,0.2707736389684814,0.10741285391769019,0.36666666666666675,True,0.16987179487179513,0.17692307692307693,0.307178631051753,0.12844036697247707,0.26703755215577185,True,0.958357766450835,0.2822902796271638,0.6400282459588024,4.25344453052606e-05,0.0,0.8444444444999999,0.1873536299765808,0.18858560794044665,0.9767441860465098,10.402837582827095,0.25667828106852497,0.4444444444444444,0.5886075949367089,0.23076923076923078,0.36666666666666675,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12,0.7831578947368422,0.2051282051282051,0.06446991404011461,0.22472608272405295,0.25,False,0.21794871794871823,0.14871794871794872,0.3222036727879798,0.1559633027522936,0.2267037552155772,False,0.917888322541755,0.2922769640479361,0.6206502044547599,0.28876331100274955,0.05280837434575425,0.7916666667500001,0.16510538641686193,0.17369727047146388,0.9302325581395365,9.79784922051313,0.20905923344947736,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.25,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
13,0.728421052631579,0.10256410256410256,0.010028653295128939,0.2086120834282637,0.23333333333333336,True,0.31089743589743607,0.24358974358974358,0.1702838063439065,0.2018348623853211,0.16689847009735745,False,0.9305388681349774,0.3342210386151798,0.5690903815941446,0.28150207355420864,0.05148035309741428,0.65789473675,0.2271662763466043,0.16377171215880892,0.7674418604651123,8.821437352166997,0.12775842044134728,0.6428571428571429,0.7215189873417722,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
14,0.8336842105263158,0.08547008547008546,0.03151862464183381,0.13562270872599988,0.16666666666666669,True,0.2243589743589744,0.24358974358974358,0.307178631051753,0.11009174311926606,0.3574408901251739,True,0.9230510573559744,0.33555259653794933,0.5520935401054297,4.557261996992207e-05,0.0,0.9375,0.2529274004683842,0.5086848635235728,0.9767441860465098,10.82059794839396,0.35540069686411146,0.4841269841269842,0.6202531645569621,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
15,0.8063157894736841,0.1111111111111111,0.0673352435530086,0.22472608272405295,0.08333333333333336,False,0.2724358974358975,0.19230769230769232,0.1719532554257096,0.1926605504587156,0.14325452016689846,False,0.917888322541755,0.3468708388814914,0.6206502044547599,0.021148733840708502,0.0,0.7916666667500001,0.2529274004683842,0.4441687344913152,0.9767441860465098,9.79784922051313,0.1289198606271777,0.653968253968254,0.6835443037974684,0.23076923076923078,0.08333333333333336,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16,0.7999999999999999,0.09401709401709402,0.5816618911174785,0.16341832190716846,0.23333333333333336,True,0.1826923076923079,0.21538461538461537,0.2871452420701168,0.13761467889908258,0.2267037552155772,True,0.9105768402750724,0.31724367509986684,0.5404229230188136,4.557261996992207e-05,0.0,0.661111111,0.23185011709601883,0.29032258064516125,0.9534883720930196,9.698613591271663,0.20905923344947736,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
17,0.8484210526315789,0.09401709401709402,0.05444126074498567,0.10741285391769019,0.23333333333333336,True,0.16987179487179513,0.17692307692307693,0.307178631051753,0.12844036697247707,0.2684283727399165,False,0.958357766450835,0.2822902796271638,0.6400282459588024,0.1756490300627383,0.04351222560737443,0.8444444444999999,0.18384074941452003,0.18858560794044665,0.8837209302325562,9.719143952790535,0.19163763066202089,0.6666666666666666,0.7468354430379748,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18,0.6442105263157895,0.05128205128205128,0.027220630372492834,0.1976761044717384,0.6666666666666667,True,0.2788461538461539,0.1794871794871795,0.11018363939899833,0.11009174311926606,0.4965229485396384,False,0.922070998880519,0.3242343541944075,0.5755880469233252,0.14265749137917938,0.4488711819389111,0.44999999999999996,0.1932084309133491,0.40446650124069494,0.8837209302325562,10.126631103850338,0.3786295005807201,0.6428571428571429,0.7468354430379748,0.15384615384615385,0.6666666666666667,0.5555555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19,0.8357894736842105,0.09401709401709402,0.03868194842406877,0.22054224228992772,0.7166666666666668,True,0.30448717948717946,0.5641025641025641,0.44407345575959956,0.13761467889908258,0.3852573018080667,False,0.9127419903798445,0.5645805592543276,0.5864047164182373,0.12008081544607999,0.005312084993359894,0.93333333325,0.4613583138173304,0.3697270471464018,0.9069767441860463,10.555708566483428,0.3588850174216028,0.6190476190476191,0.6329113924050633,0.46153846153846156,0.7166666666666668,0.5555555555555556,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20,0.7368421052631579,0.14529914529914528,0.05444126074498567,0.13922661088212757,0.16666666666666669,True,0.18910256410256426,0.0743589743589744,0.21535893155258767,0.1743119266055046,0.09735744089012516,True,0.9217757511389592,0.19107856191744355,0.5622259567223737,0.0,0.0,0.7,0.12412177985948494,0.0992555831265507,0.9767441860465098,10.057923905840546,0.08362369337979093,0.4126984126984127,0.6835443037974684,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
21,0.8631578947368421,0.02564102564102564,0.007163323782234957,0.9796193119446573,0.7666666666666669,False,0.121794871794872,0.4358974358974359,0.4674457429048413,0.05504587155963303,0.4478442280945758,False,0.9852622169004729,0.4613848202396804,0.058374981525172814,0.20531680566315758,7.811889696117492e-05,0.78125,0.35714285714285726,0.3548387096774195,0.9069767441860463,10.518538047359652,0.39372822299651566,0.6031746031746031,0.6582278481012659,0.3846153846153847,0.7666666666666668,0.5555555555555556,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
22,0.84,0.09401709401709402,0.10888252148997134,0.22335908535448729,0.23333333333333336,True,0.17307692307692332,0.2512820512820513,0.358931552587646,0.13761467889908258,0.1446453407510431,False,0.9158625949816085,0.3209054593874834,0.6069541988493599,0.09488827112670707,0.14342629482071714,0.6119402985,0.25644028103044497,0.1712158808933002,0.9069767441860463,9.69424690639091,0.11382113821138211,0.746031746031746,0.7721518987341773,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23,0.7873684210526315,0.09401709401709402,0.0057306590257879654,0.13009258300366605,0.0666666666666667,True,0.16987179487179513,0.10769230769230767,0.1602671118530885,0.13761467889908258,0.09596662030598052,True,0.9121227902551842,0.3029294274300931,0.5521373322896197,0.0,0.0,0.9375,0.17681498829039824,0.12903225806451601,0.9767441860465098,10.210935486902368,0.12775842044134728,0.19047619047619047,0.5569620253164558,0.23076923076923078,0.06666666666666667,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
24,0.8126315789473685,0.06837606837606837,0.38108882521489973,0.10741285391769019,0.43333333333333346,True,0.14423076923076936,0.4,0.358931552587646,0.11009174311926606,0.301808066759388,True,0.958357766450835,0.3342210386151798,0.6400282459588024,3.0381746646614713e-06,0.0,0.8444444444999999,0.28220140515222486,0.4764267990074438,0.9767441860465098,10.502049290606205,0.21602787456445993,0.6031746031746031,0.7341772151898736,0.23076923076923078,0.43333333333333346,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25,0.7326315789473683,0.14529914529914528,0.040114613180515755,0.2086120834282637,0.25,True,0.33012820512820523,0.17692307692307693,0.15191986644407351,0.22018348623853212,0.15716272600834494,True,0.9305388681349774,0.35486018641810935,0.5690903815941446,3.0381746646614713e-05,0.0,0.65789473675,0.24824355971896966,0.18858560794044665,0.9767441860465098,10.194626144336146,0.12427409988385597,0.6031746031746031,0.6962025316455697,0.23076923076923078,0.25,0.1111111111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,0.8294736842105263,0.08547008547008546,0.11031518624641834,0.1238582465151923,0.23333333333333336,True,0.1762820512820513,0.21538461538461537,0.3055091819699498,0.11926605504587157,0.14881780250347706,False,0.9287386770440781,0.30226364846870846,0.5921798107082841,0.19349830621762446,0.04179360987422858,0.814516129,0.18384074941452003,0.2084367245657568,0.9069767441860463,9.615205300012315,0.12078977932636469,0.6031746031746031,0.6835443037974684,0.23076923076923078,0.23333333333333336,0.1111111111111111,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
27,0.8042105263157895,0.09401709401709402,0.02148997134670487,0.2086120834282637,0.16666666666666669,True,0.1826923076923079,0.1897435897435897,0.2838063439065108,0.11926605504587157,0.1196105702364395,False,0.9305388681349774,0.2436750998668442,0.5690903815941446,0.07080769873460024,0.03382548238418874,0.65789473675,0.16978922716627645,0.17866004962779147,0.9069767441860463,9.791773562906126,0.08943089430894309,0.6031746031746031,0.708860759493671,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
28,0.84,0.05128205128205128,0.04727793696275071,0.13562270872599988,0.43333333333333346,True,0.17307692307692332,0.2512820512820513,0.3088480801335558,0.09174311926605505,0.3101529902642559,False,0.9230510573559744,0.30559254327563257,0.5520935401054297,0.24677269896246334,0.13873916100304665,0.9375,0.25644028103044497,0.17866004962779147,0.8837209302325562,9.61132880805727,0.22996515679442509,0.7301587301587301,0.7468354430379748,0.23076923076923078,0.43333333333333346,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29,0.7705263157894737,0.06837606837606837,0.028653295128939826,0.1976761044717384,0.41666666666666674,True,0.1794871794871795,0.2692307692307693,0.327212020033389,0.11926605504587157,0.2948539638386648,False,0.922070998880519,0.37683089214380816,0.5755880469233252,0.11957951662641085,0.08757128349347708,0.44999999999999996,0.23887587822014061,0.30024813895781644,0.9069767441860463,10.22918769217543,0.22415795586527293,0.7142857142857143,0.708860759493671,0.3846153846153847,0.41666666666666674,0.3333333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
30,0.8147368421052632,0.13675213675213674,0.0659025787965616,0.13922661088212757,0.25,True,0.20512820512820545,0.1897435897435897,0.1552587646076795,0.2018348623853211,0.14742698191933237,False,0.9217757511389592,0.34553928095872166,0.5622259567223737,0.08613225174315271,0.07702523240371847,0.7,0.24355971896955514,0.16873449131513651,0.9069767441860463,9.85214162518454,0.1289198606271777,0.873015873015873,0.6455696202531647,0.23076923076923078,0.25,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
31,0.8063157894736841,0.1111111111111111,0.12464183381088825,0.22472608272405295,0.16666666666666669,False,0.2724358974358975,0.19230769230769232,0.1736227045075126,0.1926605504587156,0.14325452016689846,False,0.917888322541755,0.34753661784287626,0.6206502044547599,0.05704780567834845,0.0,0.7916666667500001,0.2529274004683842,0.4441687344913152,0.9069767441860463,9.510074525452104,0.1289198606271777,0.653968253968254,0.6835443037974684,0.23076923076923078,0.16666666666666669,0.1111111111111111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
